ParticipantId,QuestionId,Seq,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MiddleGamma,HRV,Exam Difficulty,Cognitive Load Level
6,2,185,4360,88397,7801,3944,7961,4215,1404,2237,36.57,2,2
6,2,186,991,18445,1558,1281,21,4947,2816,1085,41.48,2,2
6,2,187,15039,16132,5069,5983,6149,1494,1970,1170,20.91,2,2
6,2,188,4205,22372,18428,1877,8789,2473,2613,960,18.55,2,2
6,2,189,19842,1553,22815,1906,16487,2512,2556,299,44.78,2,2
6,2,190,157461,60517,14598,4342,17231,6724,2227,2313,12.91,2,2
6,2,191,30430,18233,1184,4708,6738,1882,1510,1862,25.36,2,0
6,2,192,61712,81806,30359,11614,9369,1810,1621,1288,49.22,2,2
6,2,193,11218,15733,847,255,3953,2632,4243,789,25.26,2,0
6,2,194,13036,20954,2171,4800,3982,2418,3142,1340,12.95,2,2
6,2,195,14577,9538,5250,7417,5151,2780,1460,1536,12.15,2,2
6,2,196,9882,25316,360,5381,11150,4725,2196,1339,34.54,2,2
6,2,197,2172,4746,5939,4289,6655,3430,3186,1617,26.45,2,1
6,2,198,7942,13772,6052,7118,4640,1581,1076,856,27.69,2,0
6,2,199,7498,19560,3524,3540,12863,4027,874,1457,21.93,2,2
6,2,200,13913,19027,5319,9596,6212,3708,2597,719,19.93,2,2
6,2,201,10095,15341,2091,5059,1401,2724,1923,1676,7.42,2,2
6,2,202,12498,18364,3241,2272,2955,2010,5360,724,12.96,2,2
6,2,203,8366,14335,8038,10709,6288,3255,1435,364,26.61,2,2
6,2,204,8861,11494,11389,1653,5662,4290,3353,896,20.85,2,2
6,2,205,9185,4273,6776,5910,3467,5419,1143,480,30.23,2,2
6,2,206,10899,10564,7751,4468,3965,3587,2235,1975,15.71,2,2
6,2,207,8064,7527,2068,7882,4101,4341,4186,1048,21.78,2,1
6,2,208,5955,9371,1955,6407,8648,3038,3003,827,24.93,2,2
6,2,209,69687,29363,7822,23285,5159,4881,2543,1408,35.95,2,0
6,2,210,6020,7888,455,3638,11423,3953,3249,1883,19.28,2,2
6,2,211,5355,14745,10131,9520,4889,6002,1632,714,27.52,2,2
6,2,212,4025,16378,3269,3329,6411,2595,1903,2591,17.32,2,2
6,2,213,2976,17892,2180,1855,20021,5266,2243,1893,22.15,2,2
6,2,214,27384,32030,16989,13355,24469,4821,2859,1397,18.06,2,2
6,2,215,16613,3024,24936,892,15354,1377,3958,746,47.07,2,2
6,2,216,23133,29046,7814,6595,9279,6508,3480,912,39.93,2,2
6,2,217,6128,11251,4339,7424,6839,5073,1354,1341,30.94,2,1
6,2,218,12588,16350,3054,1815,8966,3919,1400,1580,40.5,2,1
6,2,219,6629,30161,4409,9416,5656,2218,4042,735,21.1,2,2
6,2,220,7859,27771,12448,4647,6827,1995,3316,855,29.76,2,2
6,2,221,4060,22691,909,4411,8764,6473,3765,5358,18.12,2,2
6,2,222,28862,31330,3782,6114,9764,3346,1581,753,22.69,2,2
6,2,223,11561,7408,1686,4618,5852,3619,1665,668,31.57,2,2
6,2,224,21710,19535,5074,5539,7923,2274,4254,443,34.8,2,0
6,2,225,24411,19427,10932,4434,13719,5645,3691,473,22.68,2,2
6,2,226,21293,17998,11550,6071,6399,2931,2153,1277,28.4,2,0
6,2,227,4043,19226,11520,9394,3872,4357,307,724,48.75,2,2
6,2,228,26175,27919,2959,5557,7025,2486,688,1340,50.21,2,0
6,2,229,23230,7002,12542,5468,16935,4904,3473,929,28.14,2,0
6,2,230,10039,13691,4774,6913,6701,6909,2016,1418,26.29,2,1
6,2,231,25428,13294,3834,12259,5037,3195,1645,1720,31.91,2,0
6,2,232,40840,27104,22545,9257,6948,8091,2720,1054,28.12,2,1
6,2,233,37146,2384,11975,7987,12606,2969,3813,924,29.31,2,0
6,2,234,28921,35426,17379,12512,16534,5195,2401,797,23.22,2,2
6,2,235,9346,6785,5084,1005,2193,1953,2042,595,7.55,2,2
6,2,236,2753,13776,2313,2856,2533,2814,3942,294,20.44,2,2
6,2,237,11327,11863,2007,3425,3158,3344,2855,629,81.56,2,2
6,2,238,14786,49847,10430,6687,8936,2971,3567,1547,31.97,2,2
6,2,239,9244,15101,9018,3608,2440,6055,3675,2139,29.92,2,2
6,2,240,14600,10713,1758,2634,3681,8603,5450,949,31.87,2,2
6,2,241,7928,4462,361,3736,13317,2243,3247,891,20.21,2,2
6,2,242,6148,41665,42,6291,9206,2495,3549,826,28.58,2,2
6,2,243,14923,17810,2853,4575,10775,944,2435,1360,30.99,2,2
6,2,244,10222,9353,3588,6276,3765,3826,1514,1326,20.24,2,1
6,2,245,1529,29851,4001,5621,6085,2076,2418,1423,21.38,2,2
6,2,246,10913,14841,3183,2667,2905,2801,1587,883,79.9,2,2
6,2,247,6647,29784,589,8294,5006,2300,4364,1223,24.98,2,2
6,2,248,9343,19661,4006,1789,2690,1989,6259,2292,23.97,2,2
6,2,249,1315,7237,8301,3428,9473,3012,2921,1710,22.33,2,1
6,2,250,58214,54377,22952,4897,7581,5809,469,363,21.8,2,2
6,2,251,7475,4112,944,6157,12035,2477,3011,685,20.24,2,2
6,2,252,17477,15397,8837,4704,5245,3553,2063,912,29.08,2,2
6,2,253,69750,29670,5877,26591,12492,4608,2749,1029,32.23,2,2
6,2,254,27365,18184,7152,13926,8175,2022,3265,286,34.85,2,2
6,2,255,141815,50185,18674,3824,16214,6472,2458,2092,16.37,2,2
6,2,256,11586,2525,8482,2128,15069,3356,2473,1643,35.94,2,2
6,2,257,32185,22924,5256,4313,7085,4629,3218,1796,30.55,2,0
6,2,258,1331,15849,7186,843,1400,3019,1266,1095,24.88,2,2
6,2,259,18209,11143,11718,4075,8073,3347,2333,1087,26.36,2,1
6,2,260,6088,7757,878,5493,5189,1384,1026,542,35.51,2,1
6,2,261,8462,5673,2534,7515,5008,1052,1703,994,29.13,2,2
6,2,262,4940,3622,5856,2285,1342,4721,2590,1214,16.88,2,2
6,2,263,10929,12044,1481,559,5471,1046,5442,542,17.21,2,2
6,2,264,2594,10540,5847,3976,11967,4515,2962,1150,19.95,2,2
6,2,265,5187,5579,6825,3468,2256,7467,3169,1227,16.78,2,2
6,2,266,6827,11890,4746,6794,15874,1274,3116,1082,17.13,2,2
6,2,267,33509,3401,10054,5523,11034,3327,2924,1432,21.84,2,2
6,2,268,4888,97542,6737,6758,9347,1498,1647,937,29.09,2,2
6,2,269,2090,7040,1139,4149,9213,1012,2988,530,16.26,2,2
6,2,270,18085,36104,1134,3303,7681,5846,3624,1180,24.33,2,2
6,2,271,1707,9342,7541,9125,13840,6075,5715,1290,20.99,2,2
6,2,272,4366,22090,5955,3371,1663,4560,5417,2097,18.96,2,2
6,2,273,70679,27651,7201,25760,6310,5719,3010,768,22.74,2,2
6,2,274,16714,8384,3761,2053,4484,2313,1846,1639,25.73,2,2
6,2,275,3572,13185,1036,2156,9772,6049,5421,855,25.41,2,2
6,2,276,13106,18878,4363,4055,3927,999,7776,1213,27.52,2,2
6,2,277,34773,21654,2850,2398,6462,5088,4724,1632,29.66,2,0
6,2,278,4033,12226,4040,3857,11517,5993,4229,785,24.84,2,1
6,2,279,52960,82841,29222,11976,9673,1255,1957,1476,49.63,2,2
6,2,280,5445,12220,3862,2902,4871,5736,2736,1152,29.44,2,1
6,2,281,16472,33957,2363,6186,9034,3158,4773,990,22.77,2,1
6,2,282,2531,5807,3515,4973,9311,4706,2694,861,33.04,2,1
6,2,283,2786,12092,1994,12112,7898,506,6823,1066,25.39,2,2
6,2,284,26286,31160,14443,8695,4609,3921,3006,1217,40.43,2,2
6,2,285,7623,9256,17638,5782,12839,3642,1543,1449,17.46,2,2
6,2,286,6025,7421,1537,3516,1826,3526,1531,1042,17.45,2,2
6,2,287,14818,15590,4255,7991,11754,1883,954,918,26.49,2,0
6,2,288,1495,7318,6935,3358,6723,2131,3496,1957,15.94,2,2
6,2,289,15927,3566,6990,2434,14449,2067,2649,556,38.35,2,2
6,2,290,9483,5217,5809,4823,7411,3179,1731,1288,21.91,2,2
6,2,291,19267,20746,6418,7002,3740,4054,2215,559,17.07,2,2
6,2,292,7528,13245,15375,4072,2623,4455,1934,766,0.96,2,2
6,2,293,8313,34304,4163,3107,6008,2660,3773,2365,22.82,2,2
6,2,294,7910,13664,2407,4702,2368,4634,1545,1201,13.6,2,2
6,2,295,39979,21138,28979,6794,8278,6848,2700,772,26.87,2,2
6,2,296,31418,69672,2247,4415,11054,4447,1251,1835,33.72,2,2
6,2,297,22586,6246,5011,2921,4605,1573,1874,1112,26.25,2,2
6,2,298,55466,30385,4969,6034,19693,4986,2574,477,42,2,2
6,2,299,6467,6850,1843,2596,7438,1474,2262,1777,28.17,2,2
6,2,300,5499,6709,547,3193,13798,2942,1193,1078,14.66,2,2
6,2,301,59293,30466,2988,10419,5144,4498,1531,1492,36.19,2,2
6,2,302,8393,8464,3141,4250,2701,7762,1946,2315,41.06,2,2
6,2,303,6383,59034,4283,714,3452,3151,2045,296,26.75,2,2
6,2,304,8558,5276,8389,5154,2035,3212,1124,536,25.88,2,2
6,2,305,25935,28999,13307,1923,6161,3003,804,1071,44.72,2,2
6,2,306,5750,23073,10376,20779,6182,2037,2749,2714,5.04,2,2
6,2,307,4822,9657,4134,5966,5956,2804,2794,2433,45.5,2,0
6,2,308,38995,33639,5928,5749,17606,2033,2095,614,46.17,2,2
6,2,309,26041,4817,1834,3532,4099,2342,3048,825,21.7,2,2
6,2,310,9278,23981,7532,3693,3950,5617,2729,1855,32.32,2,2
6,2,311,8002,13103,122,5427,16698,2605,3914,2957,44.83,2,2
6,2,312,9597,102317,8032,9550,10406,2463,2006,1285,28.28,2,2
6,2,313,16210,3461,5587,9372,11728,1123,4182,829,26.24,2,2
6,2,314,15766,14529,18874,3868,4156,1097,6909,1130,28.88,2,2
6,2,315,18175,13773,10392,1449,6907,3941,1294,1093,13.52,2,2
6,2,316,1299,11834,1913,937,4471,3159,3683,2428,21.29,2,2
6,2,317,8518,87380,2620,1096,5030,2073,1082,589,33.48,2,1
6,2,318,3394,9036,6335,3375,14804,3702,2360,1719,21.16,2,2
6,2,319,10579,6964,2059,4040,4906,2691,792,729,38.86,2,1
6,2,320,4883,8763,1348,5314,6749,1859,4306,507,14.84,2,2
6,2,321,3243,10084,3782,1774,6199,2970,1930,1504,26.61,2,1
6,2,322,38121,15762,22671,5193,7206,7149,2164,1572,20.23,2,2
6,2,323,6448,5803,593,3580,12176,4340,2604,2377,16.32,2,2
6,2,324,11019,2785,3343,7394,6117,2891,3677,1061,24.74,2,2
6,2,325,8421,16826,4191,2104,4279,7704,3397,1364,33.15,2,1
6,2,326,14348,8374,6725,10054,7720,1637,1341,1127,15.02,2,2
6,2,327,25991,16051,13426,2143,11413,2776,3095,837,20.03,2,2
6,2,328,4431,20912,4512,3324,9026,5865,2675,1780,22.47,2,2
6,2,329,10044,15064,4341,2579,2212,2479,1696,930,75.74,2,2
6,2,330,10703,11267,1101,1817,10452,5266,4105,726,31.45,2,1
6,2,331,18085,36104,1134,3303,7681,5846,3624,1180,24.33,2,2
6,2,332,19651,48071,1039,2210,6494,6419,1491,878,31.57,2,0
6,2,333,11462,3923,6921,1167,18503,2958,1713,1317,35.39,2,2
6,2,334,2727,17018,7099,1245,10404,8523,3010,789,19.66,2,2
6,2,335,4333,18782,2341,4254,3278,4299,2421,1564,9.38,2,2
6,2,336,6182,9048,552,3609,12843,2807,2140,2015,45.39,2,2
6,2,337,39645,42341,728,17996,10467,4217,2202,1492,32.03,2,0
6,2,338,6647,29784,589,8294,5006,2300,4364,1223,24.98,2,2
6,2,339,7196,22555,423,4975,5385,4635,2474,1577,33.74,2,2
6,2,340,7273,1864,9255,2757,4031,1338,839,767,30.85,2,2
6,2,341,7520,9840,184,1670,9158,2678,2109,2040,18.02,2,2
6,2,342,12833,90048,9121,8972,8458,1996,2293,865,31.96,2,2
6,2,343,15476,23340,2170,2906,4428,4164,4952,1375,20.42,2,2
6,2,344,5029,30871,3542,8202,6930,8748,2823,558,32.64,2,2
6,2,345,10606,6218,7910,3320,16711,1390,5236,1000,16.43,2,2
6,2,346,14717,16693,8634,8302,8346,1452,3955,1436,22.79,2,2
6,2,347,48001,51256,24272,4661,4532,4532,757,413,25.19,2,2
6,2,348,1100,4561,1975,5222,15480,2686,1299,914,7.45,2,2
6,2,349,2840,16774,4834,5738,6316,4073,2436,782,40.82,2,2
6,2,350,3044,3979,1114,5758,6905,3448,2157,1306,43.62,2,2
6,2,351,5471,17105,352,3275,10031,5803,2144,1808,21.3,2,2
6,2,352,10495,14122,2843,3551,3736,3186,3373,921,81.45,2,2
6,2,353,8602,11335,3440,261,3442,4914,1960,281,9.85,2,2
6,2,354,7698,13540,560,4190,11220,2237,2438,2015,44.41,2,2
6,2,355,2078,6972,3397,7530,3342,6280,4540,862,32.33,2,2
6,2,356,4191,18239,2683,12710,11565,4869,7808,1012,22.31,2,2
6,2,357,4090,8674,3550,4022,9796,2709,2939,1458,15.51,2,2
6,2,358,54204,41487,9501,4866,10772,2033,3426,1984,37.29,2,2
6,2,359,6764,16137,102,2803,4323,3075,1573,1102,21.26,2,2
6,2,360,14881,16518,13290,4071,4815,4167,1999,907,28.96,2,2
6,2,361,37191,1299,8831,6652,12937,2787,2273,1581,30.14,2,2
6,2,362,53494,32402,1810,9924,5157,5343,1916,1710,33.28,2,0
6,2,363,8562,1655,7553,1106,1272,3467,3110,1438,26.65,2,2
6,2,364,4685,12501,3077,7508,9948,1085,4214,1365,14.7,2,2
6,2,365,9460,15241,10761,7727,11275,3867,3189,689,10,2,2
6,2,366,12535,39841,294,2352,7854,5030,1906,5272,17.3,2,2
6,2,367,6699,22612,3826,2988,14233,4945,890,1801,23.09,2,2
6,2,368,1735,14263,1823,1986,6304,3690,3621,1567,17.69,2,2
6,2,369,888,9879,5083,1069,10309,5476,6138,1393,32,2,2
6,2,370,55298,57950,21480,18412,6086,7010,4941,1563,25.09,2,2
6,2,371,10972,3174,9146,4222,14205,2761,4523,517,20.24,2,2
6,2,372,33808,7380,3459,2814,7780,2297,2766,868,23.86,2,2
6,2,373,194,18365,3379,5201,12625,3062,2059,2111,43.24,2,2
6,2,374,35153,35266,15570,12185,20805,4295,1305,958,23.01,2,2
6,2,375,5680,10609,9945,6770,4873,4259,3064,445,26.22,2,2
6,2,376,15495,10865,2058,2881,7852,3596,1908,1258,26.98,2,1
6,2,377,9714,4537,3542,6713,6475,2493,1355,1440,31,2,2
6,2,378,10304,10630,2220,2187,2882,3275,4497,535,23.94,2,2
6,2,379,21366,19919,693,3390,10346,2299,1448,2244,24.39,2,2
6,2,380,23387,10850,4252,12291,5532,4359,3318,2041,28.73,2,0
6,2,381,5212,17204,2716,2326,2720,5157,2608,1948,9.75,2,2
6,2,382,4706,11367,4556,2491,7305,3456,2736,472,30,2,2
6,2,383,47336,10761,12824,7012,4493,2516,3464,1035,18.26,2,2
6,2,384,5707,7654,3436,2811,2557,3883,5431,449,25.96,2,2
6,2,385,22303,16331,5218,13648,7558,1724,2588,523,43.46,2,2
6,2,386,10152,37596,3966,7614,9545,7307,3299,484,24.79,2,2
6,2,387,7659,17327,1506,5560,6270,4771,1848,1076,30.73,2,0
6,2,388,8407,20270,3520,1236,7228,4500,1985,2064,35.18,2,2
6,2,389,21587,16039,1696,10889,5970,2193,1125,974,19.74,2,0
6,2,390,7948,27538,2154,230,2404,4250,6486,663,26.16,2,2
6,2,391,50570,51730,20060,16341,9009,7719,4080,1507,31.36,2,2
6,2,392,15202,22759,2450,3509,5149,6388,1461,1612,41.45,2,2
6,2,393,9684,1811,1421,115,9183,2701,2879,1270,46.67,2,2
6,2,394,3140,8452,3099,2118,4296,3381,1175,1555,22.02,2,1
6,2,395,3199,9024,7152,1915,5914,4304,5197,685,35.09,2,1
6,2,396,15916,28065,9286,8230,3615,2380,2226,637,19.1,2,2
6,2,397,18399,14023,5591,3983,9236,1285,2800,456,40.89,2,2
6,2,398,25099,20974,2117,1733,8935,2268,2109,322,14.47,2,2
6,2,399,10011,21761,9551,2706,1580,3033,3911,2054,27.85,2,2
6,2,400,19489,17737,8383,5149,4613,2553,1567,1527,19.1,2,2
6,2,401,2081,19206,2710,8040,4186,2157,1796,943,24.49,2,2
6,2,402,32610,25654,5001,14695,15114,2039,2585,524,37.16,2,2
6,2,403,10534,7024,2603,5822,4273,3206,1191,894,25.73,2,2
6,2,404,10199,5848,8083,1810,18416,4533,1917,2028,31.15,2,2
6,2,405,27832,24788,1200,17684,13816,4424,3273,2017,26.86,2,2
6,2,406,4604,9195,370,4096,2911,2368,2034,1085,24.92,2,2
6,2,407,21851,34665,1062,3829,5133,1759,1270,1191,10.42,2,2
6,2,408,1402,13530,323,9089,5790,2097,6526,1316,27.19,2,2
6,2,409,24790,26015,1484,5224,5881,3635,1835,1247,9.74,2,2
6,2,410,4724,9500,594,11162,5356,2691,2145,954,44.35,2,2
6,2,411,17230,28885,822,2019,5522,4838,2104,472,21.2,2,2
6,2,412,12844,22973,6913,6586,2060,4381,2903,696,21.17,2,2
6,2,413,6240,14358,10409,3411,3367,4971,3391,1469,29.2,2,1
6,2,414,4419,1816,1149,6133,8449,3441,3039,920,31.79,2,1
6,2,415,14623,6757,3777,2996,7141,6224,2813,973,44.3,2,2
6,2,416,2759,25292,5947,3079,1973,5433,4589,1491,18,2,2
6,2,417,11547,30201,1119,3065,6346,5491,2412,385,23.95,2,2
6,2,418,4361,16547,4479,6634,4547,2633,1916,638,28.75,2,1
6,2,419,5366,21794,9339,10373,4075,3565,1368,1238,44.09,2,0
6,2,420,14398,33226,6797,5780,4421,6992,3193,645,43.41,2,2
6,2,421,3374,6221,2729,7034,6964,6885,5154,825,27.4,2,2
6,2,422,6701,11417,17879,8409,11642,5398,1392,1799,15.9,2,2
6,2,423,991,18445,1558,1281,21,4947,2816,1085,41.48,2,2
6,2,424,2078,6972,3397,7530,3342,6280,4540,862,32.33,2,2
6,2,425,11777,13645,4410,10513,12347,1425,1541,727,12.91,2,2
6,2,426,16288,12033,4360,2837,3886,2454,1460,1262,82.82,2,2
6,2,427,15281,18717,2944,5162,2173,3695,4323,832,10.3,2,2
6,2,428,11259,12592,18524,3102,2148,1203,4748,894,34.21,2,2
6,2,429,7417,13376,345,6118,2856,1870,1870,958,26.05,2,2
6,2,430,3394,9036,6335,3375,14804,3702,2360,1719,21.16,2,2
6,2,431,3091,18284,4462,5684,8993,3246,1652,766,43.13,2,1
6,2,432,42660,20588,23657,5696,7099,7302,3645,1214,23.83,2,2
6,2,433,12530,12945,10643,4137,6525,2708,2703,1146,34.41,2,0
6,2,434,12821,1443,9442,3697,1937,2992,1355,577,23.54,2,2
6,2,435,2786,12092,1994,12112,7898,506,6823,1066,25.39,2,2
6,2,436,8175,4640,341,3975,3513,3468,4222,1253,27.11,2,2
6,2,437,10233,19242,11124,6995,11277,3280,3058,490,12.36,2,2
6,2,438,18673,7877,11006,6691,5568,1538,6407,458,29.37,2,2
6,2,439,22757,5248,7878,3592,14198,2773,2370,520,38.75,2,2
6,2,440,13882,27376,3004,4084,10357,5403,2293,705,41.51,2,2
6,2,441,4085,3520,3928,9045,1781,1309,3902,934,37.98,2,2
6,2,442,11596,17188,12643,8071,13018,4022,2552,601,9.48,2,2
6,2,443,1055,80788,6224,2722,5003,2266,2486,2297,32.85,2,2
6,2,444,4388,13980,5313,3751,3600,3423,3657,946,21.97,2,2
6,2,445,12148,4284,1610,3140,1984,4772,1464,641,17.02,2,2
6,2,446,2171,29129,5455,5270,4826,2525,2911,983,28.59,2,2
6,2,447,22634,21924,1411,18909,15017,3962,3456,1252,15.22,2,2
6,2,448,6745,12427,16802,3821,4371,4799,3609,1236,10.42,2,2
6,2,449,9083,11851,1133,3336,7228,4193,1447,1881,21.32,2,2
6,2,450,4776,9729,1202,1998,6883,1282,1570,1648,30.92,2,2
6,2,451,17194,12126,9218,9237,9520,411,5337,519,23.54,2,2
6,2,452,50082,57554,19678,4225,5512,3290,959,760,25.87,2,2
6,2,453,14223,22860,4167,3516,9325,2969,2202,1157,14.24,2,2
6,2,454,3526,23299,6440,3713,4467,4846,2413,2176,31.36,2,2
6,2,455,5752,14710,539,5464,10225,2267,2687,664,17.38,2,2
6,2,456,21992,25579,2740,2469,9122,560,1745,317,14.38,2,2
6,2,457,9966,17809,13109,4534,1664,3852,3716,2199,30.47,2,2
6,2,458,9471,8931,3433,2474,3527,2728,1906,747,77.97,2,2
6,2,459,8803,93969,6788,9729,11146,2478,2613,1158,25.42,2,2
6,2,460,2131,17169,7518,360,6631,9378,1128,2286,31.57,2,2
6,2,461,12816,4539,2672,99,7037,3281,4214,1633,42.84,2,2
6,2,462,15865,26487,5092,9400,11301,2495,2050,1117,22.26,2,2
6,2,463,10229,5448,2939,619,7506,3029,4250,1321,46.48,2,2
6,2,464,8833,22817,2746,1389,2979,2154,6349,1533,34.31,2,2
6,2,465,19271,7467,4635,4068,4531,2655,1594,1283,25.82,2,2
6,2,466,6721,9452,6702,4450,7066,1514,2733,2343,14.97,2,2
6,2,467,23851,27438,8747,8097,3002,3222,970,503,23.29,2,0
6,2,468,15326,21777,2131,8835,11702,1984,1598,1106,30.64,2,0
6,2,469,7850,15332,5611,3305,3597,4149,2902,1729,28.06,2,2
6,2,470,8874,6504,1322,225,1492,2438,2959,534,11.04,2,2
6,2,471,3080,15893,3275,5625,10751,4330,3788,1110,15.99,2,2
6,2,472,23675,16453,14113,2848,11919,3512,3658,845,17.08,2,2
6,2,473,15924,10241,3651,3919,4731,2718,967,1099,25.37,2,2
6,2,474,12563,15154,8080,207,3106,7145,3217,541,20.21,2,2
6,2,475,10057,12950,1345,6179,9290,1953,1629,1067,33.64,2,2
6,2,476,13361,6925,5713,3311,11555,4001,3472,1344,25.49,2,2
6,2,477,3804,7335,1009,4915,2372,4977,7122,746,41.53,2,2
6,2,478,16797,159458,9018,5052,7807,3095,1873,2160,28.41,2,2
6,2,479,8129,5667,1928,598,6561,2173,2207,2035,41.17,2,2
6,2,480,5099,19626,3258,2372,9005,5300,3326,1042,11.4,2,2
7,1,1,7763,22039,9064,453,6929,2141,3564,1500,22.58,1,1
7,1,2,8845,2664,4080,2845,7039,4520,2735,936,18.67,1,1
7,1,3,14868,17720,3685,10664,3272,4511,1205,903,21.32,1,1
7,1,4,10375,1730,7203,4752,3949,2285,2071,640,32.61,1,2
7,1,5,4657,14380,6350,4083,8226,5150,6325,539,29.85,1,2
7,1,6,4668,6041,12128,5223,10859,1656,2677,971,23.36,1,1
7,1,7,2542,3314,1729,6121,2500,3552,793,655,24.04,1,1
7,1,8,10586,26258,5230,6483,9747,2159,1568,1589,33.89,1,2
7,1,9,6178,11041,5425,316,12736,3501,1818,1020,31.29,1,1
7,1,10,8858,5299,1828,2058,2536,7234,4205,1062,24.67,1,2
7,1,11,12211,16447,11538,7404,4529,8775,2134,811,31.69,1,0
7,1,12,5011,90803,8019,5835,1382,2705,4823,1384,23.65,1,2
7,1,13,14967,7517,2142,1535,12217,2525,1792,630,22.99,1,2
7,1,14,2180,46032,3673,2526,8691,7062,1127,1048,43.77,1,1
7,1,15,5116,13581,2164,629,11614,2026,2833,1694,19.51,1,2
7,1,16,18336,9178,4380,3734,4649,3776,2885,1391,27.04,1,0
7,1,17,7197,3558,6478,3702,9144,4488,2152,359,29.72,1,1
7,1,18,34223,19902,2132,4012,3275,5063,2151,1206,30.14,1,0
7,1,19,3335,16651,6020,11379,9818,2126,2827,975,28.68,1,1
7,1,20,23375,6292,1803,7747,7348,6823,3027,2247,29.01,1,0
7,1,21,55642,36938,11924,5815,24191,17476,8855,2606,67.18,1,1
7,1,22,6598,3351,11641,1535,10125,6142,3068,2970,24.48,1,1
7,1,23,3897,21811,4964,2045,2822,2094,1499,765,26.74,1,1
7,1,24,5017,5030,5335,9965,9391,6839,5550,805,34.08,1,1
7,1,25,14640,6838,123,2749,6063,5769,1485,918,33.47,1,1
7,1,26,7896,7167,4265,1600,11715,2603,863,1309,22.59,1,1
7,1,27,9055,13317,5999,4506,8674,4761,2997,1472,17.1,1,2
7,1,28,18330,20239,2856,9064,3664,5008,1926,1600,30.07,1,0
7,1,29,14815,19092,3951,975,1903,4117,1276,865,17.63,1,1
7,1,30,9478,19495,1062,4392,6737,1544,1488,678,25.74,1,1
7,1,31,3520,16122,1340,7250,3674,3757,1169,1589,32.85,1,1
7,1,32,6285,22489,7446,5709,7058,4475,986,886,55.67,1,1
7,1,33,3428,15965,6242,6224,6822,2932,2425,839,22.15,1,1
7,1,34,8268,12939,2865,188,3630,1485,2697,725,40.25,1,1
7,1,35,15450,11677,3010,1813,3127,1295,1692,1152,14.11,1,1
7,1,36,5015,8333,3499,2254,8882,989,3286,636,29.33,1,1
7,1,37,18912,10068,3511,4719,6579,2049,3298,1818,17.89,1,2
7,1,38,10877,3068,4132,6236,10291,3135,2351,2029,14.62,1,1
7,1,39,2156,10183,5754,11540,8618,2933,4803,1148,34.76,1,1
7,1,40,10655,16864,2897,775,2727,1556,1181,1455,7.65,1,1
7,1,41,6859,4063,5835,4390,9976,3825,2296,661,15.28,1,1
7,1,42,8301,12557,2479,5037,1838,3956,1709,962,19.34,1,2
7,1,43,2881,9786,8134,4264,16397,5752,2053,1198,22.26,1,1
7,1,44,7553,6833,4402,2128,5649,966,1265,839,33.05,1,1
7,1,45,5961,23642,3150,1749,6092,4784,1040,697,26.32,1,1
7,1,46,3440,49940,4808,9305,7256,2912,4207,1139,33.17,1,1
7,1,47,35054,10636,10959,6887,9730,4067,1991,1381,28.78,1,0
7,1,48,3704,4097,4027,5616,5102,2426,2235,1689,33.26,1,1
7,1,49,16283,25739,2469,4197,5612,4128,6528,1953,32.37,1,1
7,1,50,11170,18591,2906,2086,6825,4886,3185,1175,35.76,1,2
7,1,51,3483,39387,5285,1242,10676,8778,1669,794,38.02,1,1
7,1,52,4518,6669,3999,4156,3947,5417,1582,1100,26.34,1,1
7,1,53,304739,36930,9089,6732,2743,6682,8626,2630,20.33,1,1
7,1,54,9983,7736,3583,2776,2207,2987,3006,1217,14.84,1,2
7,1,55,4603,3967,2399,4016,3250,3720,1907,457,22.59,1,1
7,1,56,107094,64136,8255,5782,6100,3178,3027,2014,27.11,1,0
7,1,57,2313,3694,1000,6127,1744,3112,2065,332,22.48,1,1
7,1,58,22394,23626,1694,4622,3272,1852,5569,1153,21.78,1,0
7,1,59,41980,22630,2199,4409,4343,4201,3329,874,26.06,1,0
7,1,60,14049,34829,2352,6471,5767,5006,4622,1101,33.3,1,2
7,1,61,4804,28034,7957,307,2012,3243,3415,1553,18.61,1,2
7,1,62,3740,6930,3014,13588,5202,8105,4169,783,25.43,1,1
7,1,63,5731,31323,7614,350,5558,1686,2460,796,30.25,1,1
7,1,64,1027,13862,2335,2737,9060,2061,2698,1689,24.2,1,1
7,1,65,3273,5501,3868,3458,4914,3102,2982,1029,16.22,1,2
7,1,66,3924,11754,273,2531,7305,5804,1835,654,31.76,1,1
7,1,67,15041,15573,3324,12093,5938,3930,1997,1387,21.95,1,2
7,1,68,4237,19450,366,6209,7202,4065,4963,1220,29.1,1,2
7,1,69,3801,25009,4019,5391,9046,6289,4059,972,39.41,1,1
7,1,70,2960,6217,4504,3142,5333,2522,2487,1222,25.17,1,1
7,1,71,9878,12012,8340,4313,6631,746,778,1308,22.39,1,1
7,1,72,8262,6027,4561,4118,5880,2514,2616,1728,18.57,1,2
7,1,73,7471,4841,5631,7178,4430,2593,1265,1179,38.72,1,0
7,1,74,7526,11682,12851,6151,7653,2940,3514,1590,18.21,1,2
7,1,75,4001,39351,2685,2538,10350,3386,2192,1761,8.18,1,1
7,1,76,6412,27728,7827,353,6887,2950,3377,959,14.02,1,2
