ParticipantId,TrialId,Seq,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MiddleGamma,HRV,Level
10,1,74,20368,43735,11461,1480,8520,6943,1515,671,32.58,1
10,1,75,3751,3774,4149,4849,4493,2118,2061,1303,44.46,1
10,2,1,2567,6782,2303,6864,6600,3574,2935,363,31.93,1
10,2,2,4903,8544,2483,2703,4821,7461,1626,1495,35.15,1
10,2,3,8026,29890,5876,8085,3651,4168,3534,1392,27.85,1
10,2,4,6071,4446,3064,3399,4895,5386,2326,1557,36.96,1
10,2,5,1904,6270,1578,8198,6082,4212,2688,561,21.6,1
10,2,6,5762,19490,18459,2365,7205,4903,1999,658,36.95,1
10,2,7,22032,11422,5755,2525,5508,4805,1003,722,39.77,1
10,2,8,15846,14966,1755,13932,4449,3215,4100,1730,38.32,1
10,2,9,4449,13137,8504,13967,9939,4160,3181,1678,30.89,1
10,2,10,4043,11545,2869,2048,2776,1114,1547,281,42.68,1
10,2,11,13575,8106,1738,6809,10870,10469,4490,2733,28.88,1
10,2,12,7898,22070,4876,2036,9292,2118,1983,2060,7.58,1
10,2,13,4988,5028,1721,2609,7171,7367,1317,682,29.24,1
10,2,14,5727,57609,273,507,5970,4556,1784,1039,35.07,1
10,2,15,35057,27524,17552,5709,13840,4394,2273,1299,12.58,1
10,2,16,28724,12711,2170,1957,9059,2631,3718,1109,28.04,1
10,2,17,40095,28977,13087,5122,9902,3928,2019,1453,16.93,1
10,2,18,6028,7405,3514,4397,3987,4097,1302,1042,36.66,1
10,2,19,1757,1783,10077,2077,19257,5258,3750,1740,10.14,1
10,2,20,8423,23773,5304,7134,3043,5369,3123,1759,33.17,1
10,2,21,34505,27275,23273,16755,5297,4512,1933,776,27.69,1
10,2,22,14683,10459,1765,8497,12224,7132,4588,2679,33.9,1
10,2,23,5239,3600,8318,2531,6285,3973,1918,1600,34.64,1
10,2,24,17345,41071,10696,2976,6368,4814,3068,1275,34.94,1
10,2,25,5508,16560,5616,5836,11818,1587,2156,903,29.51,1
10,2,26,3119,6835,7304,2118,9242,3931,2184,3239,19.29,1
10,2,27,2487,9361,3542,8782,4972,2999,2204,483,20.43,1
10,2,28,4487,129390,9245,25520,5133,1077,1061,855,13.98,1
10,2,29,3055,16906,6029,1621,3191,2829,2496,2670,35.56,1
10,2,30,14683,10459,1765,8497,12224,7132,4588,2679,33.9,1
10,2,31,5752,6699,9004,2372,5105,4722,6745,858,46.94,1
10,2,32,8853,16480,12566,6484,6092,2100,4720,1984,25.36,1
10,2,33,5572,16629,1421,7126,6809,2742,3883,1497,26.09,1
10,2,34,4990,11800,9086,8231,8746,4371,1847,779,19.27,1
10,2,35,13704,6363,1620,7845,6828,4016,3877,1020,15.37,1
10,2,36,4145,2893,6136,4251,6202,4455,2171,1303,37.46,1
10,2,37,25547,12770,11413,4612,11163,3737,1792,1311,27.33,1
10,2,38,4580,7200,3485,1473,14038,1635,1772,1131,25.76,1
10,2,39,7536,20740,3343,1823,9255,3049,1624,1807,15.13,1
10,2,40,8035,19597,3161,6010,6026,3653,6063,2515,53.75,1
10,2,41,3712,8363,7035,8373,8072,2869,2054,1120,19.96,1
10,2,42,4380,6022,6572,3083,5176,1898,2561,1254,25.37,1
10,2,43,11950,9209,3830,3120,4779,2884,1415,1068,27.18,1
10,2,44,7761,44506,3996,2629,5153,2550,1901,1206,37.94,1
10,2,45,10448,10974,4959,832,5278,1184,1921,1273,32.62,1
10,2,46,1189,11055,10129,3483,6048,4208,1810,1837,37.94,1
10,2,47,6726,7892,4459,7570,6361,4035,3224,2099,16.11,1
10,2,48,9387,18296,1641,3886,8327,1546,1552,540,28.68,1
10,2,49,7875,9474,6139,7024,7289,2184,1980,901,12.51,1
10,2,50,2564,8370,7683,7459,5501,3748,1739,1548,20.48,1
10,2,51,17779,22997,11601,3514,8408,2753,1104,1717,20.45,1
10,2,52,7556,10713,3898,1451,5039,3394,1416,907,32.11,1
10,2,53,14362,64875,5565,24209,8760,4342,2924,1534,35.84,1
10,2,54,4146,14599,4735,6864,12835,7251,3064,702,46.59,1
10,2,55,4056,11959,7194,6994,3849,5833,1574,1535,31.92,1
10,2,56,21466,7518,4273,3673,9522,2164,3063,834,22.47,1
10,2,57,27871,9274,4668,9284,4822,1361,2479,1292,11.41,1
10,2,58,14234,18966,6448,3755,11078,3141,1797,1560,33.53,1
10,2,59,9155,11469,9770,6226,7571,3909,1486,1447,15.36,1
10,2,60,1122,17864,13031,2874,14271,6967,2566,1260,17.73,1
10,2,61,9289,11615,8801,2840,7265,3639,3868,688,19.9,1
10,2,62,34953,25279,23572,15819,4732,4024,2158,457,23.49,1
10,2,63,7761,44506,3996,2629,5153,2550,1901,1206,37.94,1
10,2,64,7937,5267,5535,3986,6192,3842,2940,467,29.46,1
10,2,65,6443,28661,7509,565,4814,2639,2093,989,23.73,1
10,2,66,6864,7791,12294,1559,2963,2158,1012,1145,42.02,1
10,2,67,7332,3298,18407,4569,3591,3872,3351,1089,27.57,1
10,2,68,64635,71274,22490,8130,27490,7817,2273,1317,16.93,1
10,2,69,6369,8579,1801,649,1798,2268,1894,1887,33.43,1
10,2,70,3437,14266,4972,5771,8231,3993,2643,1102,23.88,1
10,2,71,4331,10047,3587,4074,4884,3741,986,1124,27.34,1
10,2,72,8905,10112,9065,10482,7617,953,1260,489,32.56,1
10,2,73,2823,34632,2974,1858,10253,7476,2959,649,37.84,1
10,2,74,6925,5312,2739,3235,4480,4513,3700,1511,25.52,1
10,2,75,9515,14145,2326,895,3534,2046,1887,1186,36.16,1
10,1,1,6262,16292,16489,6938,11493,3758,554,1210,16.67,2
10,1,2,9146,8309,1710,2629,2129,8129,4825,499,25.16,2
10,1,3,8987,17473,4520,12900,11068,7058,6564,1765,28.2,2
10,1,4,19922,16895,6246,8063,8136,3705,5809,957,18.41,2
10,1,5,21202,22299,3830,6756,8136,6551,1159,1729,18.28,2
10,1,6,4143,14900,1373,8476,3406,1067,5580,1462,21.7,2
10,1,7,49992,10626,11535,6031,4160,1477,3607,534,22.53,2
10,1,8,9940,8274,1258,5482,5718,3145,1989,971,34.82,2
10,1,9,6729,17968,2353,2048,1986,4092,1717,1715,9.05,2
10,1,10,60205,65608,20197,20214,15525,9840,4592,1100,31.34,2
10,1,11,10328,14054,2916,1178,4710,3245,4112,468,26.46,2
10,1,12,25410,20583,5409,5215,7311,6234,1165,1783,8.45,2
10,1,13,9734,18249,2508,1653,7344,3184,3100,812,19.03,2
10,1,14,15407,23682,4938,4812,3875,1750,2810,670,11.49,2
10,1,15,34041,33182,10293,2726,6305,3440,1076,529,47.39,2
10,1,16,11131,4763,6755,1868,18502,3539,1572,1546,30.74,2
10,1,17,61235,27629,8939,29077,8609,5195,2845,1783,21.95,2
10,1,18,3077,7697,369,3481,3530,6517,1661,897,29.51,2
10,1,19,92865,34216,5317,7683,5691,4572,2887,891,34.86,2
10,1,20,5000,6988,2588,7614,5270,7224,4902,1152,27.57,2
10,1,21,15909,9438,1655,5899,6112,2883,2277,726,40.28,2
10,1,22,3256,30777,2555,1427,17958,4691,1480,1869,20.04,2
10,1,23,11020,41274,582,3255,6382,3943,3661,372,26.39,2
10,1,24,7642,6415,1009,4216,1840,4663,6179,645,46.73,2
10,1,25,7013,30061,4558,1843,14099,2086,6451,738,11.04,2
10,1,26,10275,10668,8921,23766,4601,2541,1584,1919,5.23,2
10,1,27,9051,101620,9528,8973,10279,1230,3688,1399,20.08,2
10,1,28,10300,3605,625,4182,3857,3713,3369,1743,35.95,2
10,1,29,11503,4848,4402,3747,5949,4342,2344,826,27.01,2
10,1,30,36,9909,3751,3889,9495,5974,991,844,24.16,2
10,1,31,7850,7744,3133,5481,4953,2440,3219,902,26.73,2
10,1,32,16686,29320,5679,3804,11358,3780,1977,1690,22.13,2
10,1,33,26025,12161,4578,5118,6220,2291,1508,662,18.12,2
10,1,34,10614,3324,1123,3448,2545,3830,4280,1696,33.63,2
10,1,35,3081,16814,1413,3743,1279,3637,1856,1973,6,2
10,1,36,61176,27198,4393,9542,6051,4561,2778,1096,38.36,2
10,1,37,26871,34214,2043,17466,13528,3596,2414,1950,18.83,2
10,1,38,16688,6076,4164,4345,7932,3084,4171,771,25.21,2
10,1,39,28463,36640,12566,4925,4158,3790,4248,1308,39.32,2
10,1,40,26969,21968,4249,3864,8541,1196,2711,632,38.98,2
10,1,41,57827,84239,33363,10741,13499,785,1891,2445,47.5,2
10,1,42,3252,12437,522,8297,3966,1820,7380,705,23.45,2
10,1,43,10225,8438,6531,4105,4572,2583,2679,1851,20.2,2
10,1,44,1251,26080,2851,2685,23618,5687,2029,1677,16.38,2
10,1,45,6586,16599,2702,3297,2849,1490,7820,1398,23.16,2
10,1,46,43041,48339,24832,4652,6995,4755,699,759,25.43,2
10,1,47,6952,5456,298,1810,11926,4470,2099,2483,14.7,2
10,1,48,1452,6214,3005,4862,11633,4251,737,1032,27.62,2
10,1,49,7877,6500,11333,3146,11224,2331,5024,464,22.65,2
10,1,50,16881,36792,6162,7141,7187,5487,4664,636,40.85,2
10,1,51,2576,4686,1472,6898,4762,7390,2376,979,42.23,2
10,1,52,11090,38465,7801,9093,5286,3794,2866,1531,30.44,2
10,1,53,8029,19592,5117,4619,9301,4195,1958,1726,40.37,2
10,1,54,8294,14186,6571,3975,1842,3401,3710,2280,33.58,2
10,1,55,26343,6098,3507,3375,6491,1463,1702,1149,21.79,2
10,1,56,2708,29847,1492,1435,16210,6856,923,1277,45.63,2
10,1,57,13894,13151,3280,6500,9594,5488,3479,1107,27.15,2
10,1,58,3495,27111,4531,3337,17822,5203,2765,1762,20.88,2
10,1,59,22101,13900,5261,14462,8414,3921,3206,2223,29.1,2
10,1,60,40601,49781,8245,10603,20067,2702,2073,658,53.05,2
10,1,61,8486,6089,552,2813,7328,1739,915,1446,24.66,2
10,1,62,13259,31364,3252,4158,4050,2425,3839,1969,25.66,2
10,1,63,31383,6876,3904,3958,4837,3434,2661,1154,26.33,2
10,1,64,5627,4771,8246,666,2574,2671,3345,2050,24.69,2
10,1,65,9301,14318,2611,1198,2608,4892,4993,347,29.08,2
10,1,66,3854,22767,9590,5613,6070,3080,2889,1311,12.24,2
10,1,67,25115,17312,2095,1270,9456,1518,2671,715,20.44,2
10,1,68,18804,7613,20277,559,14955,2034,4070,330,47.82,2
10,1,69,16040,5056,6878,2859,7932,1956,3433,1524,23.42,2
10,1,70,7066,15988,913,5995,7299,1972,3342,684,29.71,2
10,1,71,17475,13613,4004,14137,2410,3437,2309,1616,20.53,2
10,1,72,6168,9147,3901,3432,5841,4162,2331,692,32.83,2
10,1,73,18389,5538,5509,1256,6367,3004,1041,1168,24.09,2
10,1,74,52657,25417,5040,6936,5191,4352,1551,1544,36.96,2
10,1,75,4448,8153,506,11538,4437,2292,3583,684,47.59,2
10,1,76,8482,40493,5501,4529,7330,3713,2594,1034,31.87,2
10,1,77,2686,2989,3874,3264,1447,1574,2454,1140,20.06,2
10,1,78,6958,3184,5394,611,2452,4243,2825,2008,28.92,2
10,1,79,1733,9810,2943,11405,2884,3071,3030,843,39.66,2
10,1,80,18411,29186,1641,3819,6355,4660,3590,1455,28.29,2
10,1,81,4309,2140,1187,5608,5472,3053,4498,1070,26.2,2
10,1,82,6069,1384,1098,7283,6974,3355,3303,1242,22.98,2
10,1,83,27795,6311,5962,6426,3538,4222,927,878,29.66,2
10,1,84,5323,7945,4607,4940,9330,4689,2255,1212,24.73,2
10,1,85,9633,10348,5025,1859,4505,4762,1821,610,76.73,2
10,1,86,6097,16540,2222,2731,7707,5559,1362,2442,29.46,2
10,1,87,9550,10097,4830,964,1617,3645,1936,505,15.23,2
10,1,88,9120,108523,8354,7534,8945,1985,1316,1321,23.28,2
10,1,89,2179,9235,5745,7599,14160,8068,5670,1454,30.91,2
10,1,90,3094,17139,2764,3169,1959,3600,5101,1600,10.58,2
10,1,91,11638,11013,7065,7654,7926,1041,3645,954,18.41,2
10,1,92,14171,10015,10998,5753,4580,7011,2356,1554,27.71,2
10,2,1,3658,5662,3482,6981,9810,3250,2927,1486,40.57,2
10,2,2,16652,20134,3405,1601,8369,5234,2108,1057,35.65,2
10,2,3,4306,10900,421,10374,6601,2309,1034,1007,49.31,2
10,2,4,59021,88739,29753,9321,7624,1698,1154,1722,44.67,2
10,2,5,6399,113496,8394,7456,6449,2506,1336,1412,29.36,2
10,2,6,18680,27047,697,19017,17591,3963,4016,1715,21.47,2
10,2,7,3109,4296,1149,3114,3413,3269,1745,1615,17.82,2
10,2,8,14535,5065,27843,761,15759,2228,3556,545,49.49,2
10,2,9,15971,32600,2649,4332,9948,5964,3923,708,33.29,2
10,2,10,1043,7668,3960,6254,13006,2933,3581,1128,37.2,2
10,2,11,24739,12078,5549,2618,4613,2853,1646,697,30.38,2
10,2,12,19280,25145,2243,3149,4244,4702,3693,1374,30.96,2
10,2,13,24955,9818,3602,1974,8031,3068,1784,1218,26.21,2
10,2,14,27219,22162,5296,14301,9243,3487,3238,568,37.07,2
10,2,15,2001,4056,4587,3906,6258,3085,3837,2391,24.08,2
10,2,16,16539,13484,12718,4654,9184,1554,6717,524,30.23,2
10,2,17,6821,7707,1982,4465,5099,1742,1828,935,33.43,2
10,2,18,4297,9099,4183,12198,5003,2171,2759,640,42.04,2
10,2,19,3989,41107,2636,3860,4672,2635,2059,1719,45.7,2
10,2,20,17548,21781,4899,3516,7227,2422,1585,2107,29.16,2
10,2,21,21469,24856,11042,4201,16728,2343,3293,1399,21.74,2
10,2,22,8598,13501,17998,8360,11384,3937,1378,2033,13.2,2
10,2,23,11638,11013,7065,7654,7926,1041,3645,954,18.41,2
10,2,24,4561,2409,7123,3489,6092,1998,1482,1051,25.69,2
10,2,25,13518,11574,5530,7260,7130,6633,4360,996,23.38,2
10,2,26,3252,12437,522,8297,3966,1820,7380,705,23.45,2
10,2,27,9359,7730,1995,7223,3414,3429,394,604,32.4,2
10,2,28,2871,8888,4471,7608,3167,5673,4774,849,24.49,2
10,2,29,12107,3596,7650,6531,4900,4185,2307,551,33.32,2
10,2,30,3092,8686,868,4474,2556,5236,8891,795,42.15,2
10,2,31,9233,3833,1819,3461,4180,5755,6670,709,31.28,2
10,2,32,14403,4286,1850,6068,12660,3274,4844,1490,75.56,2
10,2,33,4938,10404,16394,5706,11296,4654,817,2225,14.87,2
10,2,34,12870,2205,3264,5750,6111,3094,3501,479,24.75,2
10,2,35,21554,19361,4038,11628,10146,1247,651,1180,30.7,2
10,2,36,15047,15314,3878,3841,3280,2888,3964,1139,14,2
10,2,37,11577,13854,4702,9371,8989,1206,2068,799,11.71,2
10,2,38,5095,30473,8334,3060,7622,3639,3858,920,27.87,2
10,2,39,24828,34877,15192,11257,14095,5489,2381,1077,22.4,2
10,2,40,20978,7390,3451,2666,4203,3519,1641,1218,21.34,2
10,2,41,29225,41145,9564,1871,6565,4497,984,1059,48.99,2
10,2,42,7239,12582,616,1116,3670,2613,3728,499,17.93,2
10,2,43,1927,15126,3561,867,2609,3091,3713,2010,19.64,2
10,2,44,1958,3848,1329,4727,13699,1947,2241,1036,8.63,2
10,2,45,3469,36994,1971,3100,5342,2665,2056,1767,44.35,2
10,2,46,2418,10901,5086,4671,5133,2661,2643,361,22.96,2
10,2,47,17887,10450,10912,3938,6545,1389,2222,1079,37.81,2
10,2,48,15658,24903,3199,5207,6779,7258,2349,640,26.93,2
10,2,49,14080,17567,8568,8252,1899,3125,2727,995,21.16,2
10,2,50,14146,10534,1648,3394,3286,5801,1522,2843,37.5,2
10,2,51,10452,19591,9836,3144,7218,4165,2164,788,30.36,2
10,2,52,12230,9516,2476,4252,3391,2628,962,981,33.61,2
10,2,53,4407,3124,1986,7910,8155,6176,4753,352,11.93,2
10,2,54,16205,61340,8314,20267,3569,2435,6395,590,44.06,2
10,2,55,3634,21070,1369,3045,1183,4702,2146,2089,46.11,2
10,2,56,12664,15068,2842,834,8915,4292,2133,1651,31.97,2
10,2,57,5401,21072,11877,11948,8881,2013,1701,2299,26.58,2
10,2,58,8345,9348,3620,5640,6391,2245,1665,1517,28.3,2
10,2,59,63087,38226,8117,6899,9375,3360,3076,1502,33.33,2
10,2,60,5111,21244,9694,10772,5917,5256,1414,755,49.06,2
10,2,61,66774,33228,6819,25294,9562,6477,2816,1274,26.97,2
10,2,62,5999,17064,2352,2948,3068,1609,8004,1288,29.18,2
10,2,63,2483,30909,6654,2808,2310,5039,4264,1453,14.92,2
10,2,64,57652,36163,8353,23245,7817,5683,3126,1023,24.31,2
10,2,65,10914,16602,7008,3056,2042,2612,4044,3232,32.25,2
10,2,66,6484,16893,2495,2863,4739,2077,4187,590,17.32,2
10,2,67,4332,24693,10930,3809,9669,4312,1897,1217,16.25,2
10,2,68,5370,8589,2898,3416,10063,4122,1974,941,20.04,2
10,2,69,11329,30317,6919,2932,5818,3993,3409,627,27.6,2
10,2,70,9277,9260,8616,4022,2500,4188,1110,533,23.87,2
10,2,71,2677,13774,7052,6920,16680,5078,9279,1044,29.78,2
10,2,72,23129,6154,7996,6287,13385,5934,4250,890,21.73,2
10,2,73,6484,16893,2495,2863,4739,2077,4187,590,17.32,2
10,2,74,4293,7742,3055,2198,6429,3471,3059,285,30.77,2
10,2,75,5520,31749,897,3445,5950,2357,3987,877,23.54,2
10,2,76,9550,10097,4830,964,1617,3645,1936,505,15.23,2
10,2,77,9333,26648,3689,8950,10360,5857,2256,573,27.11,2
10,2,78,1341,10259,5494,2806,6924,3544,7740,1176,32.01,2
10,2,79,19450,13466,9392,1486,4245,2805,1537,1482,34.17,2
10,2,80,13719,14540,2621,11893,7154,3262,1541,1818,18.36,2
10,2,81,5545,14452,1837,10084,6709,1414,7320,933,27.1,2
10,2,82,25602,34888,1616,10296,8557,4814,4474,1476,20.24,2
10,2,83,9019,5607,1938,3457,5107,2065,2378,1481,18.52,2
10,2,84,1935,7407,5425,2738,7401,2383,4563,1215,34.44,2
10,2,85,12984,21784,2359,3574,6443,1565,1968,906,18.57,2
10,2,86,7957,14351,7307,5280,10386,3167,2906,1259,20.62,2
10,2,87,23055,8953,5900,7248,4898,3023,1845,1666,29.37,2
10,2,88,37369,46726,1226,15803,10672,3072,1847,875,31.91,2
10,2,89,5055,19671,6510,5948,12522,6601,1562,1315,26.22,2
10,2,90,38455,83901,9076,7109,12098,1207,979,1527,28.08,2
10,2,91,26160,42435,2077,8321,11205,5192,3129,1030,19.49,2
10,2,92,26169,3342,9217,6662,13047,3262,2266,808,23.66,2
11,1,1,22551,7533,4958,5624,4121,1718,10580,769,28.63,0
11,1,2,24145,14761,4176,18408,1866,7002,1651,1937,33.13,0
11,1,3,14687,25089,9221,9383,4548,2246,4349,1209,29.66,0
11,1,4,20963,12161,6814,4377,5157,1911,1114,637,43.08,0
11,1,5,9397,8239,4783,9105,3371,3806,1519,742,38.73,0
11,1,6,10966,24046,6088,2777,2599,3001,3026,1360,30.02,0
11,1,7,9124,8152,3188,1210,8166,3563,3942,1810,50.59,0
11,1,8,110413,6329,5741,4177,8124,4051,2518,581,33.68,0
11,1,9,12286,10878,707,2041,6106,2265,3151,1116,51.88,0
11,1,10,3889,19167,3847,14228,7421,5460,2760,2150,29,0
11,1,11,27273,4617,5291,3719,3236,3090,6392,868,33.1,0
11,1,12,29529,5408,6251,5155,6803,3286,2329,1250,30.96,0
11,1,13,16990,112973,6990,6681,9260,3179,5417,1836,31.13,0
11,1,14,4560,8873,1780,4536,4229,2019,1319,1075,30.09,0
11,1,15,3910,5877,7671,10745,14266,2648,3953,1917,49,0
11,1,16,17111,4379,8537,3334,7325,2214,2995,1309,34.59,0
11,1,17,23482,24815,4402,18428,2048,7063,1116,2587,31.16,0
11,1,18,34866,8596,6715,5062,7617,3395,3462,1211,28.25,0
11,1,19,17671,5373,1389,10501,6347,1170,5864,626,31.95,0
11,1,20,8110,47809,3150,5792,8720,1980,750,770,26.64,0
11,1,21,7330,65611,16988,2763,5723,6407,2478,1953,11.26,0
11,1,22,7825,100,10472,5369,2870,3938,1310,2689,22,0
11,1,23,29595,45704,3254,18213,6039,3911,815,2286,41.25,0
11,1,24,15270,9611,4320,15535,14816,10029,4256,2601,28.69,0
11,1,25,8538,10829,5955,944,7943,2542,2572,427,24.85,0
11,1,26,29778,6128,4073,6732,3729,2227,7604,882,27.59,0
11,1,27,11135,8002,8137,8120,9000,3369,678,1280,37.15,0
11,1,28,6447,40587,2196,1400,10699,4697,1961,2298,23.22,0
11,1,29,10181,34276,12060,27773,5385,7221,786,904,16.08,0
11,1,30,12304,8505,14193,4777,7601,3114,1749,2202,40.46,0
11,1,31,36880,15726,1478,5299,5842,4377,3833,2069,32.08,0
11,1,32,23629,16876,4277,2115,8878,4822,1655,2090,40.73,0
11,1,33,16831,23055,1499,7900,3635,4001,3392,587,46.59,0
11,1,34,24394,31641,5912,5228,8371,6250,3068,617,23.89,0
11,1,35,11881,134634,4904,8881,10014,3029,6475,2078,35.9,0
11,1,36,30083,23874,521,5266,5159,2737,1069,624,27.97,0
11,1,37,4610,5794,2094,9895,5139,2494,2881,894,49.93,0
11,1,38,4864,10665,2736,5838,4863,1483,1871,1005,8.56,0
11,1,39,17675,11685,6423,4291,3380,3857,6100,604,33.75,0
11,1,40,12361,11888,4734,7867,4526,2918,1220,1264,28.4,0
11,1,41,8306,7513,1075,15728,5508,4038,1112,1306,47.54,0
11,1,42,89226,48404,11467,8841,8180,4652,1092,2097,22.18,0
11,1,43,5189,10282,8101,1452,7319,1744,2325,2338,48.16,0
11,1,44,335491,213181,10778,75639,31857,10400,1729,2793,28.82,0
11,1,45,22479,11605,9281,3511,5911,4058,2360,1658,37.71,0
11,1,46,51787,113488,4641,43724,7975,7099,2290,1004,26.78,0
11,1,47,24609,38361,4332,7306,6147,4959,1474,894,14.11,0
11,1,48,22826,31460,1400,5595,6609,2326,8113,969,24.8,0
11,1,49,36200,7637,945,11071,10795,1569,4853,1407,33.74,0
11,1,50,14744,6571,4571,6230,6073,6264,3662,920,28.85,0
11,1,51,101071,35238,7168,4956,4711,2694,926,1434,32.9,0
11,1,52,35907,34500,991,4926,10968,5080,3717,725,26.27,0
11,1,53,11301,9314,2652,1206,14717,2947,847,1335,28.72,0
11,1,54,19890,66203,1744,4125,4603,2226,1469,427,34.33,0
11,1,55,57317,11173,3624,15492,13163,1427,1322,841,29.02,0
11,1,56,19804,10663,10349,16505,7389,4982,348,1333,25.09,0
11,1,57,24192,164298,10693,59311,11214,3083,1701,946,29.62,0
11,1,58,10944,7261,8111,4528,5118,1830,1872,710,31.44,0
11,1,59,44735,41547,16741,6245,2177,3378,1581,1238,30.19,0
11,1,60,18735,15051,6687,496,6959,3912,1609,2212,44.33,0
11,1,61,10049,7431,1541,14495,2448,1529,1676,1123,43.52,0
11,1,62,26724,16659,4429,5080,1878,6240,1477,1720,31.96,0
11,1,63,12462,35641,869,14599,6401,2767,4263,1264,30.83,0
11,1,64,25144,6235,4253,12494,11512,11211,3466,3094,27.42,0
11,1,65,15549,13257,5682,2005,11088,2130,1465,1037,45,0
11,1,66,17684,16859,1019,1747,9278,2714,7008,1382,39.48,0
11,1,67,6021,16630,1000,4864,5585,2503,656,700,30.71,0
11,1,68,7525,13877,10181,19729,8588,5050,4393,524,35.1,0
11,1,69,17886,45667,2933,7634,9048,2208,1311,1548,29.38,0
11,1,70,14069,12295,4064,12650,4775,2596,5033,607,9.34,0
11,1,71,8385,63861,2358,4683,16125,6491,2006,1343,26.76,0
11,1,72,27642,10616,5481,10005,5557,3137,1198,815,24.32,0
11,1,73,38129,8528,5168,6559,3576,3341,1215,900,24.74,0
11,1,74,7250,14617,2169,1734,10251,4063,2913,361,16.51,0
11,1,75,13203,16827,2126,12327,5393,4376,1890,871,25.27,0
11,1,76,12078,18934,1535,6235,4121,1561,2672,828,25.62,0
11,1,77,2877,37195,9779,18947,10741,5024,1501,495,25.03,0
11,1,78,20541,3299,11591,11726,2656,1575,2368,1118,28.91,0
11,1,79,7323,4682,4680,7784,8321,4951,2349,1458,45.56,0
11,1,80,2752,12669,3538,4742,4540,993,1582,841,25.78,0
11,1,81,7330,65611,16988,2763,5723,6407,2478,1953,11.26,0
11,1,82,7996,4701,9427,2719,30599,2984,1282,1404,30.51,0
11,1,83,21292,19729,1109,2450,10235,2912,5890,963,32.82,0
11,1,84,16714,33269,1442,1499,4511,1985,2696,742,35.11,0
11,1,85,1341,22139,1341,4746,2113,3203,717,438,21.75,0
11,1,86,32222,6058,2719,11458,4046,2141,990,1091,29.92,0
11,1,87,76933,71760,9089,4231,9334,2517,2011,1551,27.04,0
11,1,88,52168,22941,4899,12063,4044,2305,3156,1993,21.18,0
11,1,89,312498,225501,8861,69733,24822,8710,3689,3117,29.75,0
11,2,1,16474,12503,16653,9446,12626,6911,2072,844,42.8,0
11,2,2,21181,11702,482,3649,9419,7637,2580,1263,32.3,0
11,2,3,23489,20520,4842,17863,4588,5770,2061,1985,25.76,0
11,2,4,108671,10509,4903,5217,11003,5184,1017,786,32.47,0
11,2,5,59610,21002,7216,10107,13023,2637,5363,1539,25.85,0
11,2,6,6629,8721,1593,9365,4506,5844,1570,936,31.16,0
11,2,7,9736,29624,959,12321,3146,3313,3389,657,30.64,0
11,2,8,450340,27341,6194,5434,5524,3007,4673,421,29.08,0
11,2,9,35508,37371,43,3761,4705,3583,1097,561,26.57,0
11,2,10,32600,4473,4469,11353,5768,2144,757,825,29.82,0
11,2,11,3325,9508,29551,2765,9620,4177,2591,838,26.38,0
11,2,12,18692,13633,6471,2151,9429,4388,1261,1183,45.42,0
11,2,13,44036,13672,1025,2143,4209,5324,3766,1101,36.34,0
11,2,14,7354,122789,7223,10807,5357,7786,3229,2179,34.49,0
11,2,15,22962,6664,5808,3403,5075,3704,4654,1120,59.42,0
11,2,16,40262,4383,4122,9646,3663,1644,1090,918,28.79,0
11,2,17,26398,16852,5110,11764,4407,1624,4785,1494,6.14,0
11,2,18,15013,7575,1592,11784,5740,9693,1268,919,41.52,0
11,2,19,21928,52339,547,8086,7132,1604,2050,1754,29.32,0
11,2,20,13119,19919,4387,9455,7023,1517,5866,1082,28.94,0
11,2,21,14782,4672,9143,4761,6472,2586,2891,876,31.99,0
11,2,22,5846,7608,10049,2607,4224,3823,1573,1504,27.82,0
11,2,23,17846,19765,6174,9726,11400,4087,4402,1879,26.6,0
11,2,24,106295,26238,8584,3305,4116,1667,1042,1430,35.99,0
11,2,25,13980,22306,3553,10079,4523,3604,2667,828,25.55,0
11,2,26,9512,6098,147,8090,9104,4814,2020,1088,21.13,0
11,2,27,17872,7465,2210,1745,2841,4014,1270,694,26.16,0
11,2,28,15539,30971,1731,4490,5378,3170,2951,393,47.43,0
11,2,29,20539,15031,8137,2181,3882,3933,6685,1130,29.6,0
11,2,30,21719,13953,5207,14496,5804,1237,2822,866,37.73,0
11,2,31,28434,5521,29,11971,6982,8374,6633,1745,28.02,0
11,2,32,23688,18871,16654,9727,7536,2418,2770,1460,23.79,0
11,2,33,14391,4040,6790,2448,9531,3571,3037,351,34.89,0
11,2,34,14886,3417,5623,5129,14439,2901,3808,2666,27.81,0
11,2,35,3805,12890,2085,3281,3312,3819,1709,770,34.89,0
11,2,36,12622,23006,2177,3292,6013,4371,2516,883,29.69,0
11,2,37,2701,8014,4932,2095,3828,758,2136,622,23.95,0
11,2,38,21035,21253,1102,5096,18433,2686,2276,869,27.88,0
11,2,39,23966,10843,14520,10342,6251,2423,2385,1561,28.3,0
11,2,40,23715,20099,1010,9674,14981,2883,1963,690,33.66,0
11,2,41,56256,27922,6235,11505,4398,2083,3396,1522,28.35,0
11,2,42,20652,15714,4999,12901,2592,2504,4799,625,2.38,0
11,2,43,22084,4713,2057,13456,7467,9640,996,1811,42.11,0
