ParticipantId,TrialId,Seq,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MiddleGamma,HRV,Level
19,1,62,6563,26453,7060,6313,8015,8523,1810,1006,41.82,1
19,1,63,14342,2413,647,2567,4551,5522,1034,783,38.56,1
19,1,64,10735,65491,4910,17267,6969,6066,2888,1517,35.51,1
19,1,65,5665,25100,22015,3843,7085,6528,2004,775,42.94,1
19,1,66,21954,26111,12491,7300,14280,5603,2915,2103,13.2,1
19,1,67,31614,23769,2978,5526,3300,5332,3183,967,25.47,1
19,1,68,2514,3734,14932,2775,19264,6386,4157,1110,15.71,1
19,1,69,5493,7485,10466,2651,2396,2961,966,607,40.46,1
19,1,70,62090,44277,14957,5901,21454,18437,8886,2852,68.09,1
19,1,71,9758,7693,5150,2784,9906,4474,3574,351,18.54,1
19,1,72,12660,2464,6838,5395,4630,2910,1861,885,40.41,1
19,1,73,4561,16116,2896,3387,2103,5011,1370,1024,27.3,1
19,1,74,1824,6272,2473,1276,9035,6777,2223,1365,32.35,1
19,1,75,12644,11529,2646,3311,2904,2639,1764,1495,27.58,1
19,2,1,1469,14114,6752,11036,8998,2808,3922,720,30.03,1
19,2,2,4690,9070,6684,4287,7624,4996,1932,939,29.04,1
19,2,3,4032,7562,8745,1499,7152,4442,6214,1198,57.61,1
19,2,4,12527,22472,12379,9530,4432,6793,2221,1258,21.49,1
19,2,5,9871,63186,7317,9472,2376,3493,3668,1366,28.79,1
19,2,6,4448,7170,1739,4305,2657,1777,1157,478,21.22,1
19,2,7,5954,138660,9014,22343,5764,2435,1523,727,10.07,1
19,2,8,1691,19669,3433,1958,8959,2051,2479,1143,21.81,1
19,2,9,8507,3806,3853,4343,7133,4464,3757,885,23.37,1
19,2,10,13157,6008,3844,1606,5510,1587,2416,1687,51.1,1
19,2,11,1943,10956,11930,3312,6787,1347,3135,1837,28.11,1
19,2,12,34822,29573,2885,2792,7274,3358,3962,1503,24.59,1
19,2,13,63166,42286,11089,6298,21567,14101,7593,2714,66.41,1
19,2,14,11972,28890,3290,1708,6050,2798,1665,937,19.63,1
19,2,15,1750,13469,6371,10914,9559,3494,4057,1641,28.07,1
19,2,16,15981,37291,2406,5615,8236,2867,5465,1302,29.99,1
19,2,17,3002,30553,12198,2532,3437,4117,2513,473,26.14,1
19,2,18,5979,11054,3359,3952,9128,2938,1640,759,27.21,1
19,2,19,5579,12150,3045,1086,3547,494,908,527,40.1,1
19,2,20,5387,5142,19340,1815,2168,2639,3869,1542,39.62,1
19,2,21,5131,16896,3090,1640,2590,3766,2429,805,35.06,1
19,2,22,6909,6240,2365,1774,3518,5231,3812,1075,23,1
19,2,23,17948,2482,642,3304,4341,4688,1661,638,34.6,1
19,2,24,18221,12067,3986,13548,4569,4328,2270,1047,26.46,1
19,2,25,5611,12460,5906,5446,7542,3472,3140,933,19.45,1
19,2,26,4563,11503,6264,5779,7558,5880,2063,1726,34.61,1
19,2,27,5583,41876,3038,1790,2900,2007,2622,1589,40.88,1
19,2,28,2243,12695,7255,3189,16948,5487,1593,727,26.29,1
19,2,29,3468,9495,21486,856,1078,3470,3538,1030,30.03,1
19,2,30,4991,11248,831,1533,6448,5941,1497,1035,28.73,1
19,2,31,6443,28661,7509,565,4814,2639,2093,989,23.73,1
19,2,32,19511,7779,1127,1722,8559,4323,2382,687,30.62,1
19,2,33,15282,48901,7055,1483,9128,3141,5442,838,19.92,1
19,2,34,13,14164,1022,3011,5063,3151,1421,1884,36.01,1
19,2,35,8704,9845,2100,739,5967,3424,1647,667,38.15,1
19,2,36,10115,17944,2080,2908,7858,1946,1254,766,27.08,1
19,2,37,4550,5590,7497,5502,8127,7351,2101,1777,31.49,1
19,2,38,6389,10363,7374,8152,8018,3390,1234,1454,37.72,1
19,2,39,12239,13006,2845,658,3711,2362,2148,579,14.15,1
19,2,40,32148,16246,12734,8639,1601,4887,1335,440,41.02,1
19,2,41,706,5674,4599,4391,3779,4602,2497,1543,39.88,1
19,2,42,2880,11599,5449,6750,7045,2519,1735,1252,19.69,1
19,2,43,5947,77606,742,904,5533,4822,1741,948,45.99,1
19,2,44,3657,16495,5393,2595,4295,2276,2563,1853,37.1,1
19,2,45,4705,19984,8063,4521,3902,328,750,1336,30.79,1
19,2,46,9421,4853,5036,7944,9189,3258,3512,926,25.51,1
19,2,47,9276,41701,3069,2327,4135,4148,1726,1753,40.33,1
19,2,48,20457,6461,2004,3594,6000,3878,2163,1205,36.84,1
19,2,49,3861,17277,20024,2595,6585,6866,1357,875,34.71,1
19,2,50,10729,13546,4167,711,4781,3213,2704,1386,34.48,1
19,2,51,477,10339,9847,3699,18631,6430,3848,692,28.25,1
19,2,52,1665,16855,5264,3123,5141,2055,2069,1682,40.27,1
19,2,53,5799,7105,6175,1616,6594,1579,2713,1777,53.33,1
19,2,54,15182,17812,10278,7754,5695,7897,3063,823,18.77,1
19,2,55,4939,19603,7677,6425,5926,3758,1162,974,55.38,1
19,2,56,18543,12228,3477,5565,3414,2107,3476,729,20.78,1
19,2,57,11999,8459,1898,3073,10842,3797,1971,672,23.8,1
19,2,58,12503,8397,8070,4458,9683,2104,1187,2706,33.81,1
19,2,59,9372,9062,5835,3002,2388,3996,4023,1372,25.29,1
19,2,60,55139,100434,35915,24214,5966,6836,1690,1166,57.14,1
19,2,61,4842,12552,2635,2417,4999,2567,1367,1611,19.95,1
19,2,62,10675,11564,1553,2984,6948,2613,1426,858,28.68,1
19,2,63,10829,16238,3684,578,4318,3019,2442,934,31.02,1
19,2,64,27699,12684,11314,4541,10041,2474,1621,1822,28.68,1
19,2,65,9791,33383,4909,5411,2093,4124,2112,745,40.54,1
19,2,66,2350,8416,3070,3360,6726,4472,3582,1223,34.58,1
19,2,67,1567,5901,2555,4197,1782,2753,388,563,24.14,1
19,2,68,1630,14575,3109,4867,11513,1733,3468,1546,28.93,1
19,2,69,2831,31845,3374,1334,7661,6002,2277,672,39.46,1
19,2,70,4074,9434,3710,4879,8494,5081,1984,330,34.11,1
19,2,71,6562,5780,3745,5896,8628,3411,2706,423,32.71,1
19,2,72,10944,1474,1091,2072,6571,5296,1788,743,36.01,1
19,2,73,308588,32909,7620,5730,4751,6674,8076,2545,23.49,1
19,2,74,24076,45331,15841,1532,6609,5903,1799,1044,43.71,1
19,2,75,13388,13695,1566,2188,9945,1671,1338,785,22.74,1
19,1,1,27034,4909,1972,3483,3943,3081,1992,697,28.02,2
19,1,2,5379,26494,12707,4941,6303,4184,1948,1385,12.78,2
19,1,3,9586,7282,8085,945,6552,5456,4450,888,17.61,2
19,1,4,3507,4526,2408,2935,1645,1170,2033,1656,20.16,2
19,1,5,7922,7934,2290,4414,2184,4057,2103,974,10.41,2
19,1,6,10381,14410,8538,838,3624,5940,3383,1145,19.34,2
19,1,7,8380,2294,9906,1849,4818,2184,2430,1317,25.04,2
19,1,8,11659,9334,2017,5276,7599,3085,1589,1215,36.39,2
19,1,9,2130,18843,1849,6492,5779,2503,1869,1363,27.16,2
19,1,10,5137,19060,3606,3034,5175,1971,4713,412,16.84,2
19,1,11,10886,13304,8431,8421,9737,2761,2465,1143,11.48,2
19,1,12,14836,6110,1557,5859,11289,3568,4006,1495,78.34,2
19,1,13,13413,9233,4558,5672,10744,2575,3380,1285,25.1,2
19,1,14,8380,2294,9906,1849,4818,2184,2430,1317,25.04,2
19,1,15,17016,22688,6156,3632,6140,3411,2365,1651,18.49,2
19,1,16,5753,2511,6822,358,1602,2015,2902,1132,30.22,2
19,1,17,17348,27395,2260,2380,8616,5267,1990,666,29.77,2
19,1,18,4492,11270,3909,4612,3999,3045,2788,994,27.73,2
19,1,19,7638,58980,3577,1404,5546,2892,2411,477,27.17,2
19,1,20,5137,19060,3606,3034,5175,1971,4713,412,16.84,2
19,1,21,1871,6568,539,5727,4395,5263,1546,1198,47.95,2
19,1,22,27877,14967,1420,1186,11497,1339,2546,511,15.85,2
19,1,23,34277,9892,3229,2508,4982,4241,1612,706,25.85,2
19,1,24,2959,14449,292,3282,4058,2509,1815,711,21.53,2
19,1,25,6238,4500,5277,3618,3930,5976,1945,1282,17.37,2
19,1,26,1597,6811,332,3961,4801,6533,303,1117,32.65,2
19,1,27,46961,57264,19626,20639,11707,8512,3429,1282,31.69,2
19,1,28,768,9158,3054,3877,8525,3911,1484,898,22.07,2
19,1,29,12488,8135,9999,2771,19085,3652,2064,1338,36.65,2
19,1,30,9556,11938,1294,1805,3543,3604,1968,828,75.75,2
19,1,31,9349,10541,3655,3120,6001,5268,1886,2233,27.41,2
19,1,32,3244,13417,1102,10786,5560,2072,6554,1234,23.82,2
19,1,33,41729,14505,12708,5830,7121,2950,3894,796,16.27,2
19,1,34,20779,18340,5710,4808,10150,4162,2354,2235,19.64,2
19,1,35,4495,10574,1282,3487,3256,5182,6182,792,45.13,2
19,1,36,6096,12048,4385,4263,5002,3303,2576,1652,10.35,2
19,1,37,15106,5330,7903,4999,2832,2094,1903,194,23.34,2
19,1,38,9166,13260,11146,11225,6572,4254,1311,673,27.36,2
19,1,39,7888,5586,5584,1931,18612,3699,2194,1368,29.91,2
19,1,40,17805,30715,761,18918,13216,5337,2976,2394,19.94,2
19,1,41,10575,40284,4530,5924,6216,1069,1378,1473,27.27,2
19,1,42,4749,9927,482,5137,12061,1299,2675,563,20.55,2
19,1,43,9307,11352,4689,1272,2137,2479,1003,529,16.81,2
19,1,44,6011,9477,4350,3102,7735,6482,3937,758,25.35,2
19,1,45,2350,1812,1695,6061,5880,1622,3065,1074,30.93,2
19,1,46,21508,21821,5586,4935,7189,3375,1193,522,15.97,2
19,1,47,10033,3878,654,2406,9519,3307,1480,849,13.08,2
19,1,48,7373,17786,6435,4975,8413,3548,2057,1433,24.46,2
19,1,49,1652,77218,5997,2450,7048,2456,1845,2308,34.17,2
19,1,50,4597,31373,17133,1705,8461,1703,2988,925,18.82,2
19,1,51,5603,4471,2011,4197,3092,3851,2964,1227,18.93,2
19,1,52,33373,28609,7348,3277,7438,4264,3888,1589,31.06,2
19,1,53,5464,16024,8351,21494,6775,1270,1809,1975,8.63,2
19,1,54,5164,14267,4788,5668,4964,3941,2649,1738,35.91,2
19,1,55,4337,18166,4757,3243,7581,5229,2003,3001,34.86,2
19,1,56,27905,7184,12115,6409,11963,3387,2162,841,30.04,2
19,1,57,9548,7697,3973,3938,6995,2524,4337,714,28.21,2
19,1,58,5445,12220,3862,2902,4871,5736,2736,1152,29.44,2
19,1,59,37879,21567,22914,6967,6143,6983,3073,776,25.43,2
19,1,60,2536,14919,4523,478,10098,6567,4568,998,19.03,2
19,1,61,4149,10900,2271,1636,9597,1763,1573,918,34.78,2
19,1,62,63287,41605,7598,8388,9829,1606,2930,2058,30.08,2
19,1,63,18419,23051,1487,3806,6438,2308,1432,1249,12.91,2
19,1,64,9261,16381,1004,3346,7132,5420,3345,2019,49.14,2
19,1,65,18508,20847,1983,970,11947,1602,3356,456,18.51,2
19,1,66,9915,18358,3553,10743,11860,1588,1260,624,5.92,2
19,1,67,3946,12781,5249,1902,9566,3615,2034,1793,14.92,2
19,1,68,6105,3715,5190,2903,2453,7030,2257,1451,18.81,2
19,1,69,6414,9007,1119,3901,4755,4040,3197,2041,24.55,2
19,1,70,5787,6471,3306,7090,4659,8780,2846,866,27.3,2
19,1,71,29644,12574,8898,5882,4120,4101,2181,1476,26.43,2
19,1,72,14839,36996,4304,1311,1756,3282,5921,1205,21.47,2
19,1,73,3932,14678,2931,4601,6674,5046,3622,1380,17.99,2
19,1,74,10954,3842,3121,441,7420,2367,4026,1203,42.62,2
19,1,75,18222,20140,3714,794,8069,5680,1708,775,35.43,2
19,1,76,45277,10259,9022,7236,3312,3178,3417,1197,16.69,2
19,1,77,10625,28878,5878,7195,3995,3181,2597,977,31.86,2
19,1,78,2013,22948,3683,2224,7716,4521,1962,2399,21.85,2
19,1,79,5393,8739,9590,10956,3878,3534,1563,546,27.25,2
19,1,80,2674,2790,2156,3432,5735,3632,2960,661,43.32,2
19,1,81,14080,17567,8568,8252,1899,3125,2727,995,21.16,2
19,1,82,7684,5055,3489,74,6278,3243,2853,1264,43.71,2
19,1,83,10033,3878,654,2406,9519,3307,1480,849,13.08,2
19,1,84,14211,15341,4863,8616,11755,1486,802,1071,24.46,2
19,1,85,11389,28608,1265,3246,3858,6046,3913,1616,24.27,2
19,1,86,4626,10968,4636,3032,3146,4866,2303,1230,10.82,2
19,1,87,37418,10068,11852,6336,4385,2396,3472,595,17.76,2
19,1,88,2829,3933,494,4728,15433,2936,1791,1432,16.7,2
19,1,89,41729,14505,12708,5830,7121,2950,3894,796,16.27,2
19,1,90,21526,75835,11635,18409,3479,2834,7687,667,38.52,2
19,1,91,18581,8273,9819,3160,5671,3233,1674,895,8.59,2
19,1,92,17554,12181,2004,14926,5506,2137,2411,1175,17.58,2
19,2,1,3771,14108,7519,20598,5505,1211,2343,1325,8.07,2
19,2,2,550,7414,1344,1147,6963,4055,4803,2370,21.06,2
19,2,3,58923,45650,26225,4158,5559,4842,1266,793,23.79,2
19,2,4,161778,53982,15824,2725,15282,7650,2540,2281,12.08,2
19,2,5,1803,15889,3360,10968,1862,1853,3209,909,42.17,2
19,2,6,6685,27719,5614,2052,13080,3505,6473,946,12.96,2
19,2,7,12298,3445,8419,3532,10304,1882,2412,1351,25.12,2
19,2,8,1387,10773,3947,4834,12422,3315,3808,1554,43.01,2
19,2,9,4154,6617,10592,7567,11159,4701,6628,1396,34.64,2
19,2,10,4769,17165,9703,12157,9000,1585,2618,2935,19.79,2
19,2,11,14715,10260,4022,5795,8793,2859,1561,1214,20.76,2
19,2,12,21050,9262,4933,2791,4294,2209,2051,572,22.62,2
19,2,13,19273,13539,11008,7037,6062,2190,7344,761,28.51,2
19,2,14,12864,9090,5018,7858,14352,1071,853,786,9.39,2
19,2,15,16896,19711,3179,3263,2833,2073,2879,1021,13.46,2
19,2,16,22385,6486,11096,5629,7179,1952,2705,1030,34.21,2
19,2,17,6753,4319,1968,2913,9703,1521,3209,1165,23.1,2
19,2,18,77146,28349,5834,23166,11689,6036,3648,1458,25.27,2
19,2,19,16570,164651,13047,4250,5473,2912,2020,1911,26.87,2
19,2,20,20601,13714,1146,3657,5242,2078,1563,2151,30.56,2
19,2,21,18338,29392,4411,4845,10137,2238,2307,1529,31.34,2
19,2,22,9989,15801,12731,5798,9198,2795,2910,674,11.57,2
19,2,23,4070,35367,5473,4064,6494,3002,2025,1821,26.8,2
19,2,24,17113,30629,1707,2676,7234,5825,3722,601,20.81,2
19,2,25,6315,12536,11681,8859,7237,4055,1560,458,28.13,2
19,2,26,14808,22093,8569,10709,8005,3053,2360,1289,27.12,2
19,2,27,10815,14617,1506,3981,1832,3732,2483,2285,2.56,2
19,2,28,14089,19831,3624,1192,6221,4696,1753,1174,35.63,2
19,2,29,9143,26761,8084,11722,6740,4027,1986,764,31.38,2
19,2,30,13424,4160,799,3142,4846,4271,3247,1195,38.9,2
19,2,31,15301,7803,6563,8041,4327,3626,2173,1223,17.04,2
19,2,32,10849,2692,3441,5514,4855,4936,4679,360,29.07,2
19,2,33,42105,31162,8555,8082,11738,3864,2048,753,50.23,2
19,2,34,15067,27709,1486,7874,9574,4403,3093,1559,20.45,2
19,2,35,9597,102317,8032,9550,10406,2463,2006,1285,28.28,2
19,2,36,8687,10156,2545,3312,7556,2219,1663,834,36.67,2
19,2,37,11430,72654,3343,1994,5967,2146,1440,519,27.34,2
19,2,38,7664,103359,5680,12609,11473,2330,1945,1804,28.44,2
19,2,39,19488,18721,10912,3318,13272,3981,2571,1064,18.75,2
19,2,40,11430,2161,3906,2982,6814,3480,5022,771,27.26,2
19,2,41,2138,6207,5728,4878,7513,3631,3361,1331,21.46,2
19,2,42,7065,9482,2185,2176,6904,2305,1748,821,33.75,2
19,2,43,19343,25618,1624,19909,10450,4541,4126,1632,21.22,2
19,2,44,17053,20613,4140,3811,6032,4010,2782,1409,27.54,2
19,2,45,4461,5675,344,2974,10305,4102,2278,2393,13.43,2
19,2,46,29323,26640,17683,5359,3609,4607,3603,956,40.79,2
19,2,47,37598,75426,2520,2974,10332,3457,1425,1300,37.25,2
19,2,48,7417,4691,2607,1549,2833,7798,6813,533,30.28,2
19,2,49,150607,60991,12320,7013,15944,6846,2138,2292,16.5,2
19,2,50,2262,11228,8898,8102,13428,5292,6114,1426,31.04,2
19,2,51,9057,22105,468,5150,6348,5108,1588,1948,45.94,2
19,2,52,37833,23597,21244,5415,7793,6750,3164,1065,20.54,2
19,2,53,7037,2079,1454,10590,5435,6522,1917,483,11.92,2
19,2,54,62333,22628,9178,28554,8813,5308,2556,620,28.59,2
19,2,55,14421,11332,5400,3144,7246,3254,1211,1021,26.47,2
19,2,56,55735,52101,9555,6630,11982,2330,3384,1616,31.91,2
19,2,57,21648,2567,23502,151,16361,2074,3187,677,45.68,2
19,2,58,10762,7389,1392,3917,11608,1566,1883,1172,11.3,2
19,2,59,45473,37090,8495,6749,15625,2529,2340,1238,45.39,2
19,2,60,12490,12197,3511,754,3285,3908,3452,598,31.54,2
19,2,61,19518,15334,5082,7303,7418,7198,714,1772,11.64,2
19,2,62,20123,38644,3412,2510,2653,6505,4334,1114,18.68,2
19,2,63,4038,20102,1862,1028,982,4347,2064,1051,41.42,2
19,2,64,16833,46283,2709,3165,8580,4343,3281,469,35.62,2
19,2,65,5001,3327,5630,5794,5386,1898,1863,1360,22.78,2
19,2,66,12861,17935,2318,2433,2305,1024,9104,2234,24.42,2
19,2,67,47773,35431,7009,8287,21794,1896,1890,448,43.83,2
19,2,68,20978,7390,3451,2666,4203,3519,1641,1218,21.34,2
19,2,69,8474,12709,735,7817,4071,2048,4953,895,25.33,2
19,2,70,15791,157603,9913,5103,4967,2435,1361,1512,25.33,2
19,2,71,5651,14819,3320,4596,7412,6869,1540,926,28.48,2
19,2,72,16738,7145,8806,8518,7978,685,4424,1215,27.66,2
19,2,73,17805,30715,761,18918,13216,5337,2976,2394,19.94,2
19,2,74,9349,10541,3655,3120,6001,5268,1886,2233,27.41,2
19,2,75,13061,3218,648,4200,2882,3922,3224,1456,37.97,2
19,2,76,14718,19725,11312,3248,4497,2743,1659,1161,11.51,2
19,2,77,3634,21070,1369,3045,1183,4702,2146,2089,46.11,2
19,2,78,5753,2511,6822,358,1602,2015,2902,1132,30.22,2
19,2,79,9371,10923,1540,4857,1041,3565,2119,2105,8.06,2
19,2,80,10340,35834,5041,4090,5787,3221,4202,2252,23.23,2
19,2,81,5278,11294,1675,1413,10234,5781,5461,427,30.02,2
19,2,82,13004,29795,2917,2974,8930,3115,2612,965,19.39,2
19,2,83,8794,17067,608,4924,5191,2062,5038,642,28.78,2
19,2,84,2810,3182,3204,7837,5751,5512,3056,332,12.88,2
19,2,85,7587,6189,1046,4846,9812,2198,3588,483,14.92,2
19,2,86,4752,18639,1532,2233,10933,4582,5392,908,26.06,2
19,2,87,16088,7719,7907,3443,8705,2379,2559,1400,23.8,2
19,2,88,18738,17721,8872,5924,7469,2822,2661,1490,29.94,2
19,2,89,2602,9093,10723,5888,13888,4245,6178,1611,33.45,2
19,2,90,18741,30472,3224,3359,6758,2345,1413,1350,38.07,2
19,2,91,52069,52093,26475,4971,5735,4216,1415,630,22.82,2
19,2,92,5111,21244,9694,10772,5917,5256,1414,755,49.06,2
20,1,1,11368,34840,685,17560,6049,3675,3935,661,34.06,0
20,1,2,19673,81670,1654,4569,4822,1759,1337,1051,32.82,0
20,1,3,25162,16748,7518,2274,17454,4470,3322,1377,27.8,0
20,1,4,14480,3024,2068,1405,5019,6427,849,756,29.85,0
20,1,5,11314,3732,18659,9545,4809,3289,3589,1398,26.98,0
20,1,6,18419,21420,9730,5377,7831,2816,6586,737,42.31,0
20,1,7,27128,32137,1050,2199,12567,1830,1733,932,30.19,0
20,1,8,22589,13443,1672,7883,3898,5741,3680,2328,24.33,0
20,1,9,3652,10267,4557,4076,4229,967,1833,849,21.6,0
20,1,10,217125,57178,16104,13693,14740,3163,2538,1947,35.78,0
20,1,11,7209,4587,14054,7705,6887,2165,1943,1582,45.56,0
20,1,12,12151,9578,2619,7894,8574,8698,1620,1885,50.59,0
20,1,13,28337,29281,6301,8172,6653,5666,1945,1035,31.64,0
20,1,14,23872,7872,11483,19506,5577,4172,770,1433,27.74,0
20,1,15,36200,7637,945,11071,10795,1569,4853,1407,33.74,0
20,1,16,6743,9084,4077,10096,5915,1749,1509,1377,42.37,0
20,1,17,13891,17572,10290,3260,7420,4886,2124,1939,29.78,0
20,1,18,26089,19648,7258,26650,9308,4013,1451,760,35.14,0
20,1,19,17044,147737,8515,11893,3437,8413,2945,3019,30.1,0
20,1,20,24941,8362,1364,9021,9389,1676,1553,595,28.18,0
20,1,21,7097,16156,7857,3154,4402,1936,3225,848,22.64,0
20,1,22,24611,6935,4820,4940,5797,753,7002,821,31.53,0
20,1,23,26852,20385,1441,3347,3831,3380,5062,1652,25.84,0
20,1,24,211118,12980,5427,4790,8921,3661,4167,1260,33.72,0
20,1,25,6521,60929,19994,5300,3773,5679,1684,1859,5.56,0
20,1,26,77442,19716,2873,13884,4620,5878,2903,1687,31.77,0
20,1,27,10885,22716,1148,10162,4789,2697,784,1036,28.35,0
20,1,28,21293,15578,6297,9632,7959,2261,756,1628,35.41,0
20,1,29,29609,26367,7829,8347,7196,4122,1893,518,25.73,0
20,1,30,5063,7828,9524,1361,13949,2064,1847,2322,48.18,0
20,1,31,20228,11311,3584,15292,3709,1635,4747,603,9.06,0
20,1,32,6748,98493,1554,9161,17934,7331,2373,1335,7.37,0
20,1,33,16713,23202,5112,15989,3333,5595,2079,1713,23.94,0
20,1,34,40395,22095,1370,6832,5537,2298,1575,456,28.82,0
20,1,35,18822,6715,6889,3345,4858,4585,4144,707,55.25,0
20,1,36,1715,8542,4409,3650,5887,701,1822,1296,21.56,0
20,1,37,11637,24324,949,6827,15142,2456,507,551,27.48,0
20,1,38,35177,34106,10942,19802,3006,1957,2624,1121,33.74,0
20,1,39,5616,10398,2242,6977,4454,551,1822,967,3.28,0
20,1,40,17269,37155,13912,33230,4689,4541,5182,1124,35.88,0
20,1,41,12375,8209,8488,30539,6209,2226,1154,1387,30.09,0
20,1,42,16777,138804,8212,13992,6449,5511,2292,2467,27.04,0
20,1,43,18516,4626,8121,5004,9225,3877,2493,1056,34.2,0
20,1,44,8770,11567,6336,4814,3205,1281,1798,831,31.52,0
20,1,45,17787,6257,14845,7046,11595,5651,1573,1038,50.33,0
20,1,46,19413,9561,13151,11577,7251,2159,1835,997,31.95,0
20,1,47,20670,3601,6842,4687,6837,1541,2132,586,26.95,0
20,1,48,5013,68159,20061,2931,3470,6017,2636,1262,7,0
20,1,49,21103,4298,5080,955,8261,4383,3304,532,52.92,0
20,1,50,9707,11421,8255,12448,6813,3865,1029,2439,35.42,0
20,1,51,5222,22284,170,13692,6464,5887,1067,528,25.45,0
20,1,52,18439,96021,3887,8499,3481,2878,970,1222,29.8,0
20,1,53,14288,20685,1996,3619,7712,5705,3780,1508,31.79,0
20,1,54,22542,7998,1995,7964,5546,3431,786,217,33.82,0
20,1,55,8494,7509,4173,9175,8245,4481,5148,297,30.9,0
20,1,56,59363,11566,2663,13711,10181,3384,1512,1005,34.45,0
20,1,57,7663,17901,2887,11540,9034,924,5354,1077,32.15,0
20,1,58,23134,22495,8853,8699,4528,1726,2533,684,31,0
20,1,59,2568,20297,7672,3766,9762,2549,1802,1239,28.39,0
20,1,60,22803,5887,1843,8183,7766,5787,4535,884,27.31,0
20,1,61,40316,35800,3792,4318,10087,4324,2339,1806,32.68,0
20,1,62,7617,5618,25620,4432,9593,4423,3261,1019,22.58,0
20,1,63,15305,6264,15394,9240,3559,2482,3041,1194,30.18,0
20,1,64,18779,100439,5600,8079,4493,4286,1617,1099,31.08,0
20,1,65,13378,19993,1814,1869,10854,1930,7401,1149,30.42,0
20,1,66,24674,5038,1619,9906,9847,8107,2327,1734,24.88,0
20,1,67,62184,33083,4384,13768,7001,3030,2961,1025,27.55,0
20,1,68,19030,4785,5161,1464,8148,3467,2808,758,32.57,0
20,1,69,10046,6756,4516,7247,1112,3963,1791,887,37.94,0
20,1,70,17137,13234,7024,3814,11750,1955,5445,1256,33.26,0
20,1,71,14568,20167,10672,16352,10440,4757,1465,1173,57.62,0
20,1,72,27102,57754,5271,7991,5723,6824,5304,2007,32.63,0
20,1,73,28661,6685,7384,15003,7564,2546,1260,881,29.17,0
20,1,74,19620,16686,8882,4524,6646,2988,4852,585,32.66,0
20,1,75,77219,15937,3973,12954,6468,7651,2488,1421,26.14,0
20,1,76,29425,15735,16129,12143,9361,2872,2302,301,28.67,0
20,1,77,9867,19014,1,12678,7055,3481,1920,535,24.95,0
20,1,78,21630,14296,1779,10457,4933,7988,1271,1477,25.75,0
20,1,79,11816,23338,2884,16680,5118,5298,2366,948,30.78,0
20,1,80,60056,20242,2663,17036,5943,7445,2091,2042,36.29,0
20,1,81,33948,16299,2175,8650,5349,5466,3499,2687,27.21,0
20,1,82,13742,17982,2178,827,2683,3783,2185,1998,31.54,0
20,1,83,33098,14899,2241,11467,3613,6109,3765,2404,32.29,0
20,1,84,9993,5590,288,8205,9870,3350,1795,655,22.28,0
20,1,85,17201,10247,5883,5595,4628,4609,5071,1009,32.01,0
20,1,86,14455,12557,2016,15377,4720,1818,2152,1233,51.8,0
20,1,87,12097,17478,1110,18820,6663,2393,2793,1455,47.17,0
20,1,88,14888,9710,1457,11160,6183,3278,2922,1720,32.77,0
20,1,89,9330,1825,2259,10598,6011,4360,1652,745,47.1,0
20,2,1,7798,15383,6422,2748,1207,3710,1411,1041,30.25,0
20,2,2,24520,4827,9529,3339,7181,3548,2192,1359,27.25,0
20,2,3,11396,17694,2927,7303,5647,1834,6371,1300,29.32,0
20,2,4,23540,16276,6704,18466,1076,6234,1998,1649,27.41,0
20,2,5,17544,16686,2176,9308,13505,2912,489,583,30.06,0
20,2,6,28701,8793,2108,6667,6140,5836,5126,475,31.21,0
20,2,7,6139,14296,3421,10671,9243,983,5232,906,29.39,0
20,2,8,154595,48537,16296,14757,14186,3071,3232,2196,26.09,0
20,2,9,14167,12252,6634,7299,8899,3564,5244,672,32.43,0
20,2,10,6467,20314,246,13766,7699,5401,1028,741,26.97,0
20,2,11,15746,8307,13121,2874,7548,2402,2577,1898,36.55,0
20,2,12,169014,55305,15925,16203,14734,3224,2034,1982,26.11,0
20,2,13,6596,8464,3314,2030,2892,3619,1555,492,46.3,0
20,2,14,11039,74371,4274,6637,13337,1385,630,857,37.36,0
20,2,15,35707,10268,2464,16044,4476,6212,1299,949,27.58,0
20,2,16,14715,11451,10670,8111,4378,4296,2080,2585,32.48,0
20,2,17,31540,6271,2436,3582,3512,3391,5113,1813,30.07,0
20,2,18,15691,137173,7482,9103,9432,3876,4676,2078,29.38,0
20,2,19,4808,8553,644,19523,8723,7507,1812,814,32.88,0
20,2,20,14452,2403,2706,8487,10278,11120,1071,2115,53.71,0
20,2,21,87420,52738,13003,6807,13947,4932,1475,1800,30.71,0
20,2,22,5617,12793,1697,11653,9000,1483,5445,740,37.39,0
20,2,23,5518,20351,1685,9918,3449,3006,1774,653,14.86,0
20,2,24,21071,15348,427,6060,9200,1924,1579,1068,28.78,0
20,2,25,198576,17883,5783,9056,7559,3085,5499,1846,32.27,0
20,2,26,9483,16447,43,16473,7740,5909,1945,1004,22.17,0
20,2,27,7674,7950,6565,4187,24909,5111,1311,1867,32.65,0
20,2,28,20608,10735,2144,560,12367,3090,7214,906,25.17,0
20,2,29,30723,5108,2011,11460,3119,2043,958,1016,25.51,0
20,2,30,21670,39441,5442,9811,11729,6985,3374,803,29.29,0
20,2,31,23780,8269,1934,7160,5119,2908,1406,415,26.33,0
